country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
"Hungary","2012","HUN","9916621","205802052322","-2.982","-0.055","180.280","1.788","166.387","1.65","4.766","0.715","332.76","-3.785","-1.194","3060.869","30.353","639.331","6.34","-2.369","-0.453","1884.031","18.683","18.313","12.142","42.59","4294.810","34.62","15.737","-6.809","-18.348","25322.736","1.220","-8.288","-18.053","1632.613","16.19","20145.049","199.771","46.765","79.911","-10.753","-11.736","97.400","947.904","9.4","9821.865","-16.414","-4.490","2305.918","22.867","27.152","38.961","11.52","-4.054","-0.026","0.549","21.177","0.21","55.358","0.607","0.220","-0.038","-0.266","50.220","1858.496","18.43","5064.271","53.235","20.089","7.970","18.713","0.688","0.069","40.704","1592.276","15.79","4104.588","45.609","16.282","-6.641","-5.123","72.018","45.378","0.45","7262.314","-0.132","-0.016","1253.096","12.426","1.3","28.808","5.172","1.65","0","-10.974","-0.637","166.387","0.000","521.536","4.766","0","2.069","3491.108","251.116","-2.544","-0.335","9.517","266.220","2.64","959.683","7.626","3.807","700.000","0.018","0.021","1.008","0.01","2.079","0.029","0.008","23.192","0.366","1.988","77.647","0.77","200.429","2.224","0.795"
"Hungary","2013","HUN","9889344","209511661762","-11.759","-0.210","159.520","1.578","185.048","1.83","6.046","0.666","317.48","-12.442","-3.777","2687.432","26.577","637.049","6.3","0.327","0.061","1895.404","18.744","20.813","11.220","42.15","4262.164","30.27","14.585","-5.207","-13.075","24070.496","1.136","-5.985","-11.956","1225.562","12.12","18991.592","187.814","40.04","79.290","-6.774","-6.598","90.801","560.199","5.54","9181.740","-12.653","-2.893","2019.697","19.973","18.302","38.334","9.61","0.000","-0.004","0.545","21.235","0.21","55.085","0.694","0.230","-2.437","-1.165","49.056","1835.309","18.15","4960.467","59.96","20.710","11.880","28.185","-2.681","-1.395","39.308","1554.198","15.37","3974.829","50.776","16.595","-2.196","-1.582","70.436","28.313","0.28","7122.419","-1.377","-0.171","1239.250","12.255","0.925","29.736","5.725","1.83","0","10.695","0.553","185.048","0.000","578.906","6.046","0","2.417","3060.870","238.041","-1.567","0.231","9.747","281.111","2.78","985.639","9.184","4.115","212.500","0.043","0.064","2.022","0.02","6.465","0.066","0.027","-6.908","-0.152","1.836","72.806","0.72","185.662","2.379","0.775"
"Hungary","2014","HUN","9862843","218378634753","37.995","0.599","220.721","2.177","215.962","2.13","7.247","0.918","300.1","-1.151","-0.306","2663.641","26.271","607.330","5.99","-1.474","-0.276","1872.474","18.468","20.381","11.080","42.78","4337.492","29.39","14.209","0.096","0.227","24158.225","1.091","-1.047","-1.966","1072.713","10.58","18843.334","185.849","35.999","78.386","-10.578","-9.605","81.196","429.896","4.24","8232.526","-6.932","-1.384","1884.749","18.589","14.427","34.246","8.82","41.315","0.221","0.766","30.417","0.3","77.655","1.021","0.323","6.289","2.190","51.246","1907.158","18.81","5195.869","64.001","21.614","13.390","31.300","1.815","0.510","39.818","1586.764","15.65","4037.211","53.249","16.794","11.281","7.946","78.382","35.487","0.35","7947.167","-10.416","-1.276","1113.158","10.979","1.191","33.059","6.644","2.13","0","16.048","0.919","215.962","0.000","673.614","7.247","0","2.802","2979.871","238.269","22.037","1.680","11.428","320.394","3.16","1158.658","10.752","4.820","168.000","0.107","0.170","7.097","0.07","17.285","0.238","0.072","-8.548","-0.165","1.671","66.918","0.66","169.382","2.246","0.705"
"Hungary","2015","HUN","9839211","226474616785","-7.215","-0.157","205.289","2.020","219.530","2.16","7.122","0.808","299.04","3.635","0.955","2767.101","27.226","588.462","5.79","-4.387","-0.810","1794.620","17.658","19.09","10.895","44.02","4473.936","30.33","13.824","5.360","12.771","25514.207","1.108","6.714","12.478","1146.433","11.28","20156.762","198.327","37.191","79.365","7.279","5.911","87.107","519.351","5.11","8853.014","-4.751","-0.883","1799.525","17.706","16.848","34.858","9.07","-22.259","-0.173","0.592","23.376","0.23","60.209","0.758","0.237","0.511","0.318","51.564","1936.131","19.05","5240.652","62.809","20.635","13.690","31.099","1.187","0.269","40.087","1608.869","15.83","4074.217","52.193","16.042","7.160","5.612","83.994","38.621","0.38","8536.648","3.072","0.337","1150.112","11.316","1.253","33.612","6.753","2.16","0","1.646","0.109","219.530","0.000","686.348","7.122","0","2.702","3082.564","251.040","-1.475","0.049","11.477","327.262","3.22","1166.435","10.617","4.593","110.448","0.186","0.357","14.229","0.14","36.280","0.462","0.143","5.553","0.084","1.754","70.128","0.69","178.310","2.275","0.702"
"Hungary","2016","HUN","9810529","231459349147","6.844","0.138","219.980","2.158","210.998","2.07","6.493","0.849","300.19","-6.316","-1.720","2599.912","25.507","573.873","5.63","-3.675","-0.649","1733.713","17.009","17.66","10.032","44.59","4545.117","31.88","14.247","1.775","4.455","26042.918","1.104","2.007","3.981","1282.296","12.58","20621.465","202.307","39.46","79.568","7.181","6.256","93.362","660.515","6.48","9516.533","3.894","0.689","1875.062","18.395","20.326","36.720","9.57","10.684","0.058","0.651","26.502","0.26","66.332","0.816","0.256","1.834","0.385","51.949","1967.274","19.3","5295.217","60.54","20.432","12.710","28.504","1.386","0.249","40.336","1635.997","16.05","4111.549","50.345","15.864","-0.661","-0.555","83.439","47.908","0.47","8505.021","11.144","1.261","1282.012","12.577","1.474","32.817","6.472","2.07","0","-4.165","-0.281","210.998","0.000","659.687","6.493","0","2.545","3249.570","255.495","3.186","0.136","11.612","331.277","3.25","1183.668","10.194","4.567","73.050","0.256","0.613","24.464","0.24","62.491","0.753","0.241","-1.299","-0.036","1.719","69.313","0.68","175.178","2.133","0.676"
"Hungary","2017","HUN","9785608","241347220007","-12.169","-0.263","193.703","1.896","219.710","2.15","6.531","0.707","290.71","2.501","0.638","2671.710","26.144","503.801","4.93","-12.261","-2.086","1525.009","14.923","14.976","9.753","45.8","4680.343","32.92","13.869","5.401","13.799","27519.338","1.116","6.711","13.577","1363.226","13.34","22061.459","215.885","40.522","80.533","6.404","5.979","99.341","804.242","7.87","10151.785","","","","","23.906","37.058","9.57","-15.058","-0.101","0.550","22.482","0.22","56.205","0.668","0.205","0.014","0.236","52.185","2000.898","19.58","5332.843","59.478","19.467","12.880","28.122","0.272","-0.092","40.244","1645.273","16.1","4112.569","48.906","15.012","8.342","6.960","90.399","55.183","0.54","9237.964","","","","","1.64","33.722","6.728","2.15","0","3.959","0.256","219.710","0.000","687.553","6.531","0","2.510","3364.124","269.293","-0.750","0.329","11.941","355.624","3.48","1220.274","10.571","4.454","43.033","0.259","0.873","35.767","0.35","89.162","1.063","0.325","10.819","0.176","1.895","77.665","0.76","193.652","2.309","0.707"
"Hungary","2018","HUN","9774395","254289117363","17.632","0.334","228.119","2.230","235.309","2.3","7.176","0.826","284.56","-5.530","-1.446","2526.854","24.698","477.779","4.67","-11.072","-1.652","1357.714","13.271","14.571","9.147","46.4","4747.097","32.05","13.380","0.709","1.909","27746.227","1.067","0.893","1.927","1283.967","12.55","22283.959","217.812","39.158","80.666","-3.138","-3.117","96.224","744.803","7.28","9844.514","","","","","22.715","35.636","9.12","0.909","0.002","0.552","22.508","0.22","56.499","0.686","0.205","1.190","0.021","52.206","1995.008","19.5","5341.088","60.842","19.334","14.350","30.927","-2.265","-1.107","39.137","1609.307","15.73","4004.014","49.08","14.494","7.180","6.490","96.890","61.385","0.6","9912.592","","","","","1.872","35.883","7.213","2.31","0.01","7.199","0.484","236.332","1.023","737.897","7.207","0.031","2.671","3278.975","271.203","11.538","1.128","13.069","385.702","3.77","1337.074","11.763","4.840","80.229","0.692","1.565","64.454","0.63","160.079","1.966","0.579","-19.921","-0.385","1.510","62.408","0.61","154.480","1.903","0.559"
"Hungary","2019","HUN","9770346","266658311342","4.704","0.105","238.949","2.335","228.242","2.23","6.505","0.854","266.04","-13.408","-3.311","2188.969","21.387","412.473","4.03","-12.935","-1.717","1182.590","11.554","11.756","7.820","46.86","4796.146","34.28","14.219","1.361","3.690","28135.389","1.031","-0.025","-0.054","1360.238","13.29","22287.684","217.758","38.769","79.626","2.303","2.216","98.440","890.450","8.7","10075.386","","","","","25.379","35.996","9.12","-1.351","-0.010","0.542","22.517","0.22","55.482","0.642","0.198","7.289","3.513","55.719","2148.337","20.99","5702.873","61.231","20.374","12.580","26.846","3.528","1.180","40.317","1667.290","16.29","4126.449","47.52","14.742","1.075","1.042","97.931","57.316","0.56","10023.329","","","","","1.634","35.810","7.016","2.25","0.02","-2.730","-0.197","230.289","2.047","718.053","6.564","0.058","2.565","3508.576","274.892","17.160","2.333","15.402","481.047","4.7","1576.425","13.711","5.632","137.997","2.141","3.705","153.526","1.5","379.254","4.376","1.355","20.099","0.295","1.804","74.716","0.73","184.687","2.13","0.660"
"Hungary","2020","HUN","9749459","254563881936","38.062","0.889","330.605","3.223","220.525","2.15","6.157","1.199","257.45","-8.379","-1.792","2009.854","19.595","380.534","3.71","-6.127","-0.708","1112.509","10.846","10.624","7.289","46.6","4779.752","34.92","14.815","-1.661","-4.565","27727.416","1.062","-3.148","-6.854","1368.281","13.34","21632.383","210.904","38.202","78.448","3.545","3.490","101.930","932.359","9.09","10454.910","","","","","26.031","37.914","8.99","11.416","0.060","0.602","24.617","0.24","61.795","0.687","0.224","6.411","2.222","57.941","2213.456","21.58","5942.989","61.798","21.552","11.680","25.064","-1.430","-0.675","39.642","1647.271","16.06","4066.069","45.991","14.745","-8.733","-8.552","89.379","55.388","0.54","9167.619","","","","","1.546","33.246","6.784","2.17","0.02","-3.296","-0.231","222.576","2.051","695.872","6.214","0.057","2.524","3581.737","270.327","24.594","2.897","18.299","566.185","5.52","1876.920","15.808","6.807","64.262","2.366","6.072","252.322","2.46","622.763","7.045","2.258","-10.151","-0.187","1.617","66.670","0.65","165.884","1.861","0.602"
"Hungary","2021","HUN","9707848","272892486007","2.111","0.068","339.033","3.291","229.711","2.23","6.177","1.166","238.5","-18.662","-3.657","1641.781","15.938","310.058","3.01","-17.107","-1.855","926.145","8.991","8.338","5.645","48.85","5032.011","36.1","14.596","5.042","13.631","29250.391","1.041","4.853","10.236","1359.725","13.2","22779.494","221.140","36.565","78.326","6.057","6.174","108.104","994.041","9.65","11135.733","","","","","26.731","38.290","8.61","-13.115","-0.080","0.522","21.632","0.21","53.788","0.582","0.185","5.599","3.251","61.192","2358.916","22.9","6303.382","63.435","21.674","12.750","26.100","-0.405","-0.258","39.384","1647.121","15.99","4056.948","44.294","13.950","8.636","7.718","97.098","55.625","0.54","10001.980","","","","","1.496","34.391","7.009","2.24","0.01","3.316","0.225","230.741","1.030","722.032","6.205","0.028","2.483","3718.641","283.958","16.614","3.509","21.808","711.795","6.91","2246.434","19.141","7.724","54.372","3.278","9.350","391.436","3.8","963.113","10.526","3.312","1.374","0.018","1.635","67.986","0.66","168.469","1.828","0.579"
"Hungary","2022","HUN","9684308","285385229433","6.752","0.222","362.803","3.513","220.976","2.14","5.981","1.324","228.9","-9.015","-1.437","1497.410","14.501","308.747","2.99","0.756","0.068","935.414","9.059","8.357","5.465","47.93","4949.244","35.78","15.575","-5.956","-16.911","27575.229","0.936","-8.316","-18.391","1271.129","12.31","20935.807","202.749","34.405","76.403","-14.980","-16.194","91.910","915.915","8.87","9490.585","","","","","24.79","34.635","8.19","-16.038","-0.085","0.437","18.587","0.18","45.160","0.503","0.165","3.020","1.428","62.620","2423.508","23.47","6466.133","65.595","23.597","12.150","25.349","-1.113","-0.534","38.850","1632.538","15.81","4011.657","44.187","14.640","-0.783","-0.760","96.338","46.467","0.45","9947.811","","","","","1.258","36.303","6.694","2.14","0","-4.503","-0.316","220.976","0.000","691.195","5.981","0","2.522","3694.637","267.047","9.496","1.962","23.770","790.970","7.66","2454.476","21.409","8.957","24.658","2.277","11.627","488.419","4.73","1200.554","13.22","4.381","-8.133","-0.137","1.499","62.988","0.61","154.763","1.705","0.565"
"Hungary","2023","HUN","9686465","","2.743","0.096","372.673","3.610","161.049","1.56","4.392","1.426","196.23","-27.551","-3.995","1084.614","10.506","257.060","2.49","-14.769","-1.338","797.087","7.721","7.01","4.151","46.62","4812.901","35.52","16.472","-4.394","-11.733","26357.766","","-7.892","-16.000","1057.145","10.24","19279.348","186.749","28.829","73.776","-10.621","-9.762","82.148","751.564","7.28","8480.725","","","","","20.495","32.453","6.97","24.719","0.104","0.541","22.712","0.22","55.899","0.619","0.214","7.090","3.759","66.379","2609.827","25.28","6852.768","71.171","26.224","11.100","23.810","0.670","-0.026","38.824","1643.530","15.92","4008.107","44.82","15.338","-2.329","-2.243","94.094","48.521","0.47","9714.008","","","","","1.323","37.173","4.938","1.58","0.02","-26.237","-1.756","163.114","2.065","509.732","4.448","0.056","1.951","3666.972","255.314","16.173","3.785","27.555","966.297","9.36","2844.661","26.351","10.886","46.344","5.264","16.890","715.431","6.93","1743.696","19.51","6.673","5.902","0.077","1.576","65.039","0.63","162.661","1.774","0.622"
"Hungary","2024","HUN","9676135","","-7.631","-0.275","344.603","3.334","189.125","1.83","4.818","1.290","184.57","-16.319","-1.715","908.580","8.792","252.167","2.44","-4.478","-0.346","762.209","7.375","6.424","3.401","48.71","5034.035","37.98","17.432","2.146","5.478","26952.049","","-0.087","-0.163","1035.537","10.02","19283.053","186.585","26.382","72.181","0.270","0.221","82.370","736.865","7.13","8512.668","","","","","18.773","31.865","7.01","4.172","0.023","0.564","23.770","0.23","58.293","0.606","0.218","7.123","5.531","71.910","2889.583","27.96","7431.655","73.618","27.819","10.730","22.028","0.621","0.241","39.065","1655.620","16.02","4037.296","42.18","15.113","1.413","1.330","95.424","46.506","0.45","9861.806","","","","","1.185","36.915","5.453","1.84","0.01","10.450","0.516","190.159","1.033","563.599","4.845","0.026","2.110","3925.121","260.792","15.095","5.290","32.844","1233.964","11.94","3394.358","31.438","12.706","29.588","4.997","21.888","950.793","9.2","2262.031","24.223","8.467","1.841","0.029","1.605","69.243","0.67","165.832","1.764","0.621"
"Hungary","2025","HUN","9632286","","","","","","248.124","2.39","5.906","","162.34","","","","","143.268","1.38","","","","","3.41","","49.13","5100.555","40.47","","","","","","","","1030.908","9.93","","","24.537","","","","","846.113","8.15","","","","","","20.138","","","","","","23.878","0.23","","0.568","","","","","3170.587","30.54","","75.463","","8.660","17.627","","","","1671.462","16.1","","39.783","","","","","41.527","0.4","","","","","","0.988","","","2.4","0.01","","","249.162","1.038","","5.93","0.025","","4201.495","","","","","1499.125","14.44","","35.681","","","","","1165.871","11.23","","27.749","","","","","60.214","0.58","","1.433",""
