country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
"World","2012","","7201202478","","4.054","29.083","103.649","746.395","51.955","374.14","1.662","0.511","548.14","0.262","115.332","6123.794","44098.684","1244.276","8960.28","1.024","458.609","6283.133","45246.113","39.796","30.168","22515.711","3126.660","22515.711","16.727","1.442","2089.125","20413.594","","1.438","1795.822","2133.013","15360.26","17595.303","126707.328","68.22","86.681","2.771","896.553","33246.438","716.734","5161.35","4616.790","2.378","776.303","4640.472","33416.980","22.923","22.744","12341.73","4.262","337.014","9385.139","508.261","3660.09","1303.274","16.256","6.420","1.976","278.101","19468.467","993.647","7155.45","2703.502","31.78","13.319","","","-6.857","-504.193","6367.377","337.752","2432.22","884.210","10.802","4.356","1.614","783.938","49362.211","172.003","1238.63","6854.718","2.724","1270.109","6650.616","47892.430","5.501","33.769","1339.848","436.97","62.83","7.988","99.105","60.680","8.725","186.059","1.941","0.279","0.917","3126.660","147002.422","6.557","782.293","13101.090","655.895","4723.23","1819.292","20.977","8.963","54.412","91.319","261.639","13.467","96.98","36.333","0.431","0.179","20.385","225.773","1368.069","73.486","529.19","189.978","2.35","0.936"
"World","2013","","7291793585","","9.662","72.115","112.251","818.510","55.760","406.59","1.756","0.550","548.36","1.467","646.781","6136.414","44745.465","1292.393","9423.86","1.599","723.473","6304.291","45969.586","40.699","30.091","23155.24","3175.521","23155.24","16.939","1.767","2597.312","20516.178","","1.337","1694.211","2150.236","15679.08","17609.049","128401.547","67.713","86.350","1.464","486.828","33733.266","693.706","5058.36","4626.196","0.856","286.008","4622.043","33702.988","21.845","22.686","12697.37","4.025","302.825","9687.964","519.861","3790.72","1328.612","16.371","6.515","5.217","829.515","20297.982","1025.284","7476.16","2783.675","32.287","13.650","","","0.799","1.604","6368.981","335.791","2448.52","873.445","10.574","4.283","1.136","560.602","49922.812","164.138","1196.86","6846.438","0.153","73.426","6578.060","47965.855","5.169","33.573","1441.806","470.91","64.32","7.610","101.958","64.581","8.821","197.730","2.034","0.278","0.970","3175.521","149599.734","7.220","827.912","13929.002","689.493","5027.64","1910.230","21.713","9.367","36.540","92.861","354.500","18.096","131.95","48.616","0.57","0.238","19.789","258.152","1626.221","86.955","634.06","223.021","2.738","1.094"
"World","2014","","7381616239","","5.795","47.435","117.311","865.946","59.984","442.78","1.865","0.576","544.73","0.373","166.906","6084.354","44912.371","1301.055","9603.89","-0.282","-129.512","6210.032","45840.074","40.442","29.878","23747.119","3217.062","23747.119","17.223","1.096","1639.438","20488.625","","0.641","823.578","2162.353","15961.66","17506.346","129225.125","67.215","85.966","0.721","243.090","33976.355","706.366","5214.12","4602.834","2.221","748.500","4667.201","34451.488","21.957","22.603","12935.75","2.668","207.895","9895.858","524.363","3870.65","1340.609","16.299","6.583","4.430","797.949","21095.932","1054.709","7785.46","2857.901","32.785","14.034","","","2.042","96.985","6465.966","338.507","2498.73","875.955","10.522","4.301","0.828","413.582","50336.395","154.932","1143.65","6819.156","2.345","1124.898","6650.407","49090.754","4.816","33.486","1569.092","512.31","69.53","8.828","127.286","69.403","9.419","212.568","2.157","0.293","1.044","3217.062","151239.172","5.448","700.963","14629.965","716.202","5286.73","1981.946","22.263","9.732","42.338","147.522","502.021","26.790","197.75","68.010","0.833","0.334","11.070","170.826","1797.047","95.646","706.02","243.449","2.973","1.195"
"World","2015","","7470491876","106871829405667","3.752","32.488","120.264","898.433","63.218","472.27","1.968","0.593","533.37","-2.710","-1217.027","5849.059","43695.344","1242.729","9283.8","-2.776","-1272.332","5965.838","44567.742","38.677","28.855","24003.189","3213.067","24003.189","17.304","0.740","1118.453","20394.590","1.426","0.421","544.297","2136.009","15957.04","17370.934","129769.422","66.479","85.694","2.365","803.688","34780.043","741.568","5539.88","4655.656","2.033","700.461","4705.440","35151.949","23.08","22.967","12802.65","-0.255","-75.187","9820.672","519.639","3881.96","1314.595","16.173","6.485","3.146","567.856","21663.787","1077.058","8046.15","2899.914","33.521","14.306","","","1.346","53.883","6519.850","339.058","2532.93","872.747","10.552","4.305","1.902","957.637","51294.031","151.712","1133.36","6866.219","3.350","1644.535","6791.425","50735.289","4.722","33.872","1669.679","545.35","73.08","6.411","100.587","73.001","9.782","223.503","2.272","0.304","1.103","3213.067","152357.625","3.888","513.972","15143.938","738.000","5513.22","2027.167","22.969","10.000","30.026","147.430","649.452","34.320","256.39","86.936","1.068","0.429","17.772","308.654","2105.701","111.040","829.52","281.869","3.456","1.391"
"World","2016","","7558554527","110407200853028","4.477","40.220","124.184","938.653","63.828","482.45","1.954","0.613","525.3","-2.123","-927.520","5658.202","42767.824","1234.131","9328.25","-5.332","-2376.152","5581.965","42191.590","37.773","27.914","24695.32","3267.201","24695.32","17.635","1.223","1863.859","20403.568","1.397","0.691","896.906","2151.631","16263.22","17287.211","130666.328","65.855","85.283","2.312","803.941","35583.984","773.947","5849.92","4707.776","1.092","384.000","4701.421","35535.949","23.688","23.225","12972.36","3.526","269.666","10090.338","531.156","4014.77","1334.956","16.257","6.586","4.797","884.938","22548.725","1115.570","8432.1","2983.206","34.145","14.717","","","1.488","47.126","6566.976","340.151","2571.05","868.814","10.411","4.286","1.989","1020.484","52314.516","143.553","1085.05","6921.233","0.399","202.492","6739.090","50937.781","4.394","34.145","1709.845","558.32","75.87","2.406","40.166","73.866","10.038","226.213","2.261","0.307","1.116","3267.201","154221.484","6.129","837.812","15981.749","775.419","5861.05","2114.392","23.733","10.431","27.864","174.706","824.158","43.363","327.76","109.036","1.327","0.538","15.739","313.053","2418.755","127.035","960.2","320.002","3.888","1.579"
"World","2017","","7645617952","114529588369027","2.049","19.238","125.286","957.891","66.428","507.88","1.996","0.612","522.03","1.072","458.516","5653.741","43226.340","1262.845","9655.23","2.374","1001.738","5649.423","43193.328","37.95","27.606","25441.971","3327.654","25441.971","17.808","2.207","3403.828","20616.426","1.376","1.857","2426.402","2174.146","16622.689","17407.713","133092.719","65.336","84.997","2.864","1019.070","36603.055","781.310","5973.6","4787.456","3.679","1307.367","4818.880","36843.316","23.479","23.376","13281.54","1.306","80.707","10171.045","530.244","4054.04","1330.310","15.934","6.496","4.485","944.474","23493.197","1153.508","8819.28","3072.766","34.664","15.003","","","0.893","25.529","6592.505","339.309","2594.23","862.259","10.197","4.210","1.814","948.816","53263.332","129.991","993.86","6966.518","0.138","70.375","6671.554","51008.156","3.906","34.015","1800.718","586.7","78.82","5.315","90.872","76.737","10.309","235.523","2.306","0.31","1.150","3327.654","157625.312","5.867","918.944","16900.693","814.198","6225.05","2210.507","24.468","10.793","35.934","290.554","1114.711","58.203","445","145.797","1.749","0.712","18.684","437.574","2856.328","149.015","1139.31","373.590","4.478","1.824"
"World","2018","","7729902779","118765812557841","8.448","80.925","134.389","1038.815","69.639","538.3","2.034","0.646","518.5","1.552","670.988","5678.898","43897.328","1297.970","10033.18","4.532","1957.656","5841.081","45150.984","37.911","27.311","26465.289","3423.754","26465.289","18.084","2.652","4180.812","20932.492","1.362","2.190","2914.449","2220.768","17166.32","17594.939","136007.172","64.864","84.619","4.683","1714.004","38317.059","805.257","6224.56","4956.991","4.658","1716.227","4988.361","38559.543","23.52","23.840","13722.26","2.954","248.347","10419.392","540.379","4177.08","1347.933","15.783","6.483","5.811","1228.022","24721.221","1202.987","9298.97","3198.128","35.136","15.381","","","2.398","124.471","6716.976","343.950","2658.7","868.960","10.046","4.179","0.994","529.457","53792.789","117.541","908.58","6959.051","2.394","1220.941","6756.760","52229.098","3.433","33.468","1952.104","620.01","81.71","8.407","151.386","80.209","10.571","252.539","2.343","0.309","1.215","3423.754","161806.125","7.063","1103.551","18004.244","859.037","6640.27","2329.168","25.09","11.202","29.086","317.063","1431.775","74.410","575.18","185.225","2.173","0.891","11.261","305.830","3162.159","164.038","1268","409.081","4.791","1.967"
"World","2019","","7811293699","122149370355621","8.519","88.498","144.318","1127.314","72.549","566.7","2.111","0.694","505.62","-0.614","-269.715","5585.197","43627.613","1257.996","9826.58","1.443","651.590","5863.635","45802.574","36.611","26.842","26840.51","3436.116","26840.51","18.189","1.167","1888.484","20956.146","1.340","0.493","670.883","2186.925","17082.711","17497.494","136678.062","63.645","84.092","1.921","736.121","39053.180","819.490","6401.28","4999.579","3.024","1165.895","5085.641","39725.438","23.849","24.028","13571.12","1.290","82.157","10501.549","541.264","4227.97","1344.406","15.752","6.461","5.266","1135.228","25856.449","1249.191","9757.8","3310.136","36.355","15.908","","","3.538","203.216","6920.192","352.577","2754.08","885.921","10.261","4.258","0.380","204.477","53997.266","109.438","854.85","6912.717","-0.138","-72.195","6677.114","52156.902","3.185","33.222","2038.120","649.65","82.95","4.406","86.016","83.168","10.619","260.920","2.42","0.309","1.254","3436.116","163694.609","5.872","932.012","18936.256","896.615","7003.72","2424.215","26.094","11.651","22.752","317.055","1748.829","90.292","705.3","223.885","2.628","1.076","11.884","358.285","3520.444","181.890","1420.8","450.686","5.293","2.166"
"World","2020","","7887001289","118590021803593","-5.241","-59.084","135.442","1068.230","76.298","601.76","2.251","0.681","492.05","-3.006","-1311.289","5365.325","42316.324","1196.680","9438.22","-5.057","-2316.449","5513.645","43486.125","35.311","26.987","26729.109","3389.008","26729.109","18.914","-3.483","-5700.719","20032.188","1.332","-4.797","-6556.441","2104.336","16596.9","16498.236","130121.617","62.093","82.985","-0.894","-349.133","38704.047","809.229","6382.39","4907.321","-2.658","-1055.777","4902.961","38669.660","23.878","24.683","13152","2.746","261.731","10763.280","551.188","4347.22","1364.686","16.264","6.864","2.845","823.778","26680.227","1284.672","10132.21","3382.810","37.907","17.015","","","-3.818","-280.674","6639.518","335.784","2648.33","841.831","9.908","4.234","-9.067","-4896.020","49101.246","98.427","776.29","6225.591","-6.606","-3445.242","6176.195","48711.660","2.904","31.314","2152.290","687.88","86.12","5.602","114.170","87.217","10.919","272.891","2.574","0.322","1.373","3389.008","157993.891","5.131","1104.453","20040.709","948.888","7483.88","2540.979","27.999","12.781","21.337","367.915","2116.744","108.712","857.41","268.384","3.208","1.350","12.199","419.721","3940.165","201.771","1591.37","499.577","5.954","2.513"
"World","2021","","7954448387","126004793520756","5.606","59.890","141.822","1128.119","82.429","655.68","2.32","0.684","494.79","5.496","2325.840","5612.226","44642.164","1276.740","10155.76","4.308","1873.359","5702.405","45359.484","35.937","27.086","28259.73","3552.695","28259.73","19.024","5.095","8049.609","20874.295","1.318","5.067","6593.102","2206.975","17555.27","17187.203","136714.719","62.121","82.950","3.932","1521.688","40225.734","824.363","6557.35","5057.011","4.645","1796.086","5087.185","40465.746","23.204","24.407","13982.63","-1.502","-187.748","10575.532","539.185","4288.92","1329.512","15.177","6.417","5.520","1420.169","28100.395","1345.720","10704.46","3532.664","37.879","17.050","","","4.230","263.809","6903.327","347.282","2762.44","867.857","9.775","4.189","5.592","2745.574","51846.820","105.873","842.16","6517.965","1.168","568.797","6195.333","49280.457","2.98","31.458","2317.554","742.01","86.33","7.679","165.264","93.282","10.853","291.353","2.626","0.305","1.406","3552.695","166043.500","5.924","1156.360","21197.068","998.438","7942.02","2664.807","28.104","12.861","22.806","476.337","2593.081","132.554","1054.39","325.991","3.731","1.573","16.597","642.617","4582.781","233.417","1856.7","576.128","6.57","2.781"
"World","2022","","8021407196","130112562171125","5.763","65.012","148.743","1193.131","83.500","669.79","2.316","0.711","489.63","0.638","284.762","5600.878","44926.926","1276.957","10242.99","7.031","3189.062","6052.373","48548.547","35.421","26.776","28918.24","3605.133","28918.24","19.164","1.818","3018.031","21076.293","1.299","1.341","1833.969","2214.201","17761.01","17272.367","138548.688","61.418","82.573","-0.413","-166.082","40059.652","826.506","6629.74","4994.093","0.093","37.820","5049.434","40503.566","22.926","23.875","14159.33","0.958","75.062","10650.595","538.896","4322.7","1327.771","14.948","6.348","4.394","1140.488","29240.883","1390.932","11157.23","3645.356","38.582","17.427","","","-4.400","-319.996","6583.331","329.074","2639.64","820.720","9.128","3.924","3.308","1715.289","53562.109","110.739","888.28","6677.396","4.469","2202.539","6418.200","51482.996","3.072","31.922","2379.479","757.7","87.91","2.672","61.925","94.460","10.959","296.641","2.62","0.304","1.418","3605.133","169061.531","7.110","1460.484","22657.553","1061.857","8517.59","2824.636","29.454","13.504","25.632","656.664","3249.746","165.808","1330.01","405.134","4.599","1.937","13.411","601.820","5184.602","262.695","2107.18","646.346","7.287","3.090"
"World","2023","","8091734933","","10.568","126.085","163.033","1319.216","84.360","682.62","2.301","0.772","483.68","0.873","392.160","5600.664","45319.086","1285.342","10400.65","3.143","1525.750","6188.326","50074.297","35.06","26.533","29665.26","3666.119","29665.26","19.351","1.879","3177.250","21285.768","","1.271","1760.301","2223.084","17988.609","17339.791","140308.984","60.639","82.148","0.229","91.566","40151.219","829.968","6715.88","4962.004","0.342","138.617","5022.679","40642.184","22.639","23.508","14348.57","-1.708","-258.515","10392.080","523.063","4232.49","1284.283","14.267","6.084","5.332","1250.691","30491.574","1443.034","11676.65","3768.237","39.361","17.852","","","2.172","93.799","6677.130","333.592","2699.34","825.179","9.099","3.909","2.383","1276.574","54838.684","107.774","872.08","6777.123","1.979","1018.918","6488.338","52501.914","2.94","32.107","2411.358","770.45","87.83","1.340","31.879","95.214","10.854","298.003","2.597","0.296","1.412","3666.119","172238.781","6.203","1156.892","23814.445","1109.442","8977.31","2943.058","30.262","13.943","24.818","776.836","4026.582","205.316","1661.36","497.617","5.6","2.357","10.075","480.606","5665.208","285.848","2313.01","700.123","7.797","3.317"
"World","2024","","8161972574","","3.613","47.662","167.469","1366.878","86.353","704.81","2.278","0.780","471.84","1.173","531.457","5617.581","45850.543","1291.825","10543.84","1.086","544.031","6201.728","50618.328","34.08","26.160","30938.18","3790.527","30938.18","19.780","2.612","4498.312","21653.723","","1.505","2111.906","2243.815","18313.961","17449.322","142420.891","59.195","81.257","2.807","1127.051","41278.270","845.428","6900.36","5057.389","1.482","602.332","5053.253","41244.516","22.304","23.551","14597.91","4.510","468.673","10860.753","541.530","4419.95","1330.653","14.286","6.197","7.575","2359.283","32850.859","1546.712","12624.22","4024.867","40.805","18.743","","","2.916","194.705","6871.835","340.452","2778.76","841.933","8.982","3.921","0.827","453.398","55292.082","106.562","869.76","6774.353","0.627","329.137","6472.829","52831.051","2.811","31.546","2476.357","791.79","86.98","2.696","64.998","97.010","10.657","303.402","2.559","0.281","1.413","3790.527","176737.094","8.811","2164.578","25979.023","1206.260","9845.46","3182.934","31.823","14.822","27.914","1123.988","5150.569","260.767","2128.37","631.045","6.879","2.939","8.107","459.257","6124.465","306.954","2505.35","750.366","8.098","3.494"
